id,name__ps,name__fr,name__en,name__de,name__ur,name__es,name__fa,name__nl,name__sd,name,wikipedia__de,wikipedia__en,wikipedia__fa,wikipedia__fr,wikipedia__ps,wikipedia__sd,wikipedia__ur,gender,birth_date,original_wikiname,given_name,wikipedia__enwikiquote,name__it,name__en_gb,identifier__VIAF,name__pnb,wikipedia__pnb,name__ru,name__ar,wikipedia__ar,wikipedia__ru,identifier__freebase,name__bn,name__gu,name__hi,name__id,name__ja,name__ka,name__kn,name__ko,name__ml,name__mr,name__ms,name__sv,name__ta,name__te,name__zh,name__nb,name__pa,name__bg,name__mzn,name__he,name__et,name__fi,name__da,name__tr,name__ne,wikipedia__bg,wikipedia__bn,wikipedia__commons,wikipedia__es,wikipedia__gu,wikipedia__he,wikipedia__hi,wikipedia__id,wikipedia__it,wikipedia__ja,wikipedia__ka,wikipedia__kn,wikipedia__ko,wikipedia__ml,wikipedia__mr,wikipedia__ms,wikipedia__mzn,wikipedia__ne,wikipedia__nl,wikipedia__no,wikipedia__pa,wikipedia__ruwikinews,wikipedia__simple,wikipedia__sv,wikipedia__ta,wikipedia__te,wikipedia__zh,image,identifier__ISNI,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__IMDB,identifier__Munzinger,identifier__NPG,identifier__FAST,name__mg,wikipedia__mg,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pl,name__yo,name__vi,name__sh,name__pt,name__th,name__ca,name__uk,name__nn,name__eu,name__lb,name__pam,name__sr,name__eo,name__el,name__io,name__ks,name__cs,name__en_ca,name__pt_br,name__sa,name__mai,name__be,wikipedia__be,wikipedia__ca,wikipedia__cs,wikipedia__da,wikipedia__el,wikipedia__eo,wikipedia__eowikinews,wikipedia__et,wikipedia__eu,wikipedia__fi,wikipedia__io,wikipedia__ks,wikipedia__lb,wikipedia__mai,wikipedia__nn,wikipedia__pam,wikipedia__pl,wikipedia__pt,wikipedia__sa,wikipedia__sh,wikipedia__sr,wikipedia__th,wikipedia__tr,wikipedia__uk,wikipedia__vi,wikipedia__yo,website,identifier__NNDB,facebook,name__az,wikipedia__az,name__oc,name__hu,last_seen
Q19517975,,Nighat Parveen,Nighat Parveen,,,,,,,Nighat Parveen,,Nighat Parveen,,,,,,female,,Nighat Parveen,,,Nighat Parveen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q19517976,,,Surriya Asghar,,,,,,,Surriya Asghar,,Surriya Asghar,,,,,,female,,Surriya Asghar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q19517977,,,Shaheen Shafiq,,,,,,,Shaheen Shafiq,,Shaheen Shafiq,,,,,,female,,Shaheen Shafiq,,,Shaheen Shafiq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q19517978,,,Shakila Luqman,,,,,,,Shakila Luqman,,Shakila Luqman,,,,,,female,,Shakila Luqman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q19517983,,,Syed Waseem Hussain,,,,,,,Syed Waseem Hussain,,Syed Waseem Hussain,,,,,,male,1972-11-04,Syed Waseem Hussain,Syed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q19517984,,,Shaista Pervaiz,,,,,,,Shaista Pervaiz,,Shaista Pervaiz,,,,,,female,,Shaista Pervaiz,,,Shaista Pervaiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q19517986,,,Khalida Mansoor,,,,,,,Khalida Mansoor,,Khalida Mansoor,,,,,,female,,Khalida Mansoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q19517992,,,Tahira Aurangzeb,,,,,,,Tahira Aurangzeb,,Tahira Aurangzeb,,,,,,female,,Tahira Aurangzeb,,,Tahira Aurangzeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q19517993,,,Laila Khan,,,,,,,Laila Khan,,Laila Khan (politician),,,,,,female,,Laila Khan (politician),Laila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q19517994,,,Zuhra Wadood Fatmi,,,,,,,Zuhra Wadood Fatmi,,Zuhra Wadood Fatmi,,,,,,female,,Zuhra Wadood Fatmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q19517997,,,Muhammad Muzammil Qureshi,,,,,,,Muhammad Muzammil Qureshi,,Muhammad Muzammil Qureshi,,,,,,male,1979-02-09,Muhammad Muzammil Qureshi,Muhammad,,Muhammad Muzammil Qureshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q19517998,,,Shazia Ashfaq Mattu,,,,,,,Shazia Ashfaq Mattu,,Shazia Ashfaq Mattu,,,,,,female,,Shazia Ashfaq Mattu,,,Shazia Ashfaq Mattu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q19518002,,,Shahnaz Saleem Malik,,,,,,,Shahnaz Saleem Malik,,Shahnaz Saleem Malik,,,,,,female,,Shahnaz Saleem Malik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q19518003,,,Romina Khurshid Alam,,,,,,,Romina Khurshid Alam,,Romina Khurshid Alam,,,,,,female,,Romina Khurshid Alam,Romina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q19518005,,,Muhammad Rehan Hashmi,,,,,,,Muhammad Rehan Hashmi,,Muhammad Rehan Hashmi,,,,,,male,1973-12-16,Muhammad Rehan Hashmi,Muhammad,,Muhammad Rehan Hashmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q19518007,,,Parveen Masood Bhatti,,,,,,,Parveen Masood Bhatti,,Parveen Masood Bhatti,,,,,,female,,Parveen Masood Bhatti,Parveen,,Parveen Masood Bhatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q19518010,,,Seema Mohiuddin Jameeli,,,,,,,Seema Mohiuddin Jameeli,,Seema Mohiuddin Jameeli,,,,,,female,,Seema Mohiuddin Jameeli,Seema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q19518011,,,Shahzadi Umerzadi Tiwana,,,,,,,Shahzadi Umerzadi Tiwana,,Shahzadi Umerzadi Tiwana,,,,,,female,,Shahzadi Umerzadi Tiwana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q19518135,,,Khuwaja Sohail Mansoor,,,,,,,Khuwaja Sohail Mansoor,,Khuwaja Sohail Mansoor,,,,,,male,1960-02-02,Khuwaja Sohail Mansoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q19518197,,,Mohammad Salman Khan Baloch,,,,,,,Mohammad Salman Khan Baloch,,Salman Khan Baloch,,,,,,male,1976-09-01,Mohammad Salman Khan Baloch,Mohammad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q19519189,,,Sheikh Salahuddin,,,,,,,Sheikh Salahuddin,,Sheikh Salahuddin (politician),,,,,,male,1956-08-20,Sheikh Salahuddin (politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q19519191,,,Syed Ali Raza Abidi,,,,,,,Syed Ali Raza Abidi,,Syed Ali Raza Abidi,,,,,,male,1972-07-06,Syed Ali Raza Abidi,Syed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q19560992,,,Khalid Maqbool Siddiqui,,,,,,,Khalid Maqbool Siddiqui,,Khalid Maqbool Siddiqui,,,,,,male,,Khalid Maqbool Siddiqui,Khalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q19560993,,,Khalil Francis,,,,,,,Khalil Francis,,Khalil Francis,,,,,,male,,Khalil Francis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q19561134,,,Lal Chand,,,,,,,Lal Chand,,Lal Chand,,,,,,male,,Lal Chand,,,Lal Chand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q19604851,,,Naeema Kishwar Khan,,,,,,,Naeema Kishwar Khan,,Naeema Kishwar Khan,,,,,,female,,Naeema Kishwar Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q19604939,,,Pir Baksh Junejo,,,,,,,Pir Baksh Junejo,,Pir Baksh Junejo,,,,,,male,,Pir Baksh Junejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q19604965,,,Ramesh Kumar Vankwani,,رمیش کمار وانکوانی,,,,,Ramesh Kumar Vankwani,,Ramesh Kumar Vankwani,,,,,رمیش کمار وانکوانی,male,,Ramesh Kumar Vankwani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q19604979,,,Reeta Ishwar,,,,,,,Reeta Ishwar,,Reeta Ishwar,,,,,,female,,Reeta Ishwar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q19605036,,,Saman Sultana Jaffri,,,,,,,Saman Sultana Jaffri,,Saman Sultana Jaffri,,,,,,female,,Saman Sultana Jaffri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q19605040,,,Sanjay Perwani,,,,,,,Sanjay Perwani,,Sanjay Perwani,,,,,,male,,Sanjay Perwani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q19605057,,,Shahida Akhtar Ali,,,,,,,Shahida Akhtar Ali,,Shahida Akhtar Ali,,,,,,female,,Shahida Akhtar Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q19605058,,,Shahjehan,,,,,,,Shahjehan,,Shahjehan (politician),,,,,,female,,Shahjehan (politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q19605120,,Syed Ayaz Ali Shah Sheerazi,Syed Ayaz Ali Shah Sheerazi,,,,,Syed Ayaz Ali Shah Sheerazi,,Syed Ayaz Ali Shah Sheerazi,,Syed Ayaz Ali Shah Sheerazi,,,,,,male,,Syed Ayaz Ali Shah Sheerazi,Syed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q19605121,,,Syed Kazim Ali,,,,,,,Syed Kazim Ali,,Syed Kazim Ali,,,,,,male,,Syed Kazim Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q19605130,,,Tariq Christopher Haider,,,,,,,Tariq Christopher Haider,,Tariq Christopher Haider,,,,,,male,,Tariq Christopher Haider,Tariq,,Tariq Christopher Haider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q2112316,,Naveed Qamar,Naveed Qamar,Naveed Qamar,,Naveed Qamar,,Naveed Qamar,,Naveed Qamar,,Naveed Qamar,,,,,,male,1955-09-22,Naveed Qamar,,,,,,,,"Камар, Навид",,,"Камар, Навид",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Naveed Qamar,2016-03-26
Q21244865,,,Babar Nawaz Khan,,,,,,,Babar Nawaz Khan,,Babar Nawaz Khan,,,,,,male,,Babar Nawaz Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q21244923,,,Chaudhry Riaz-ul-Haq,,,,,,,Chaudhry Riaz-ul-Haq,,Chaudhry Riaz-ul-Haq,,,,,,male,,Chaudhry Riaz-ul-Haq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q22278262,,,Iqbal Mehdi,,,,,,,Iqbal Mehdi,,Iqbal Mehdi (politician),,,,,,male,,Iqbal Mehdi (politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q22279789,,,Kunwar Naveed Jamil,,,,,,,Kunwar Naveed Jamil,,Kunwar Naveed Jamil,,,,,,male,,Kunwar Naveed Jamil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q2371076,,Fahmida Mirza,Fahmida Mirza,Fahmida Mirza,فہمیدہ مرزا,Fahmida Mirza,فهمیده میرزا,Fahmida Mirza,,Fahmida Mirza,,Fahmida Mirza,فهمیده میرزا,Fahmida Mirza,,,فہمیدہ مرزا,female,1956-12-20,Fehmida Mirza,,,,,,,,"Мирза, Фехмида",,,"Мирза, Фехмида",/m/03wj21s,ফাহমিদা মির্জা,ફહેમીદા મિર્ઝા,,,,,,,,,,Fahmida Mirza,,,法赫米达·米尔扎,,,,,,,,,,,,ফাহমিদা মির্জা,,,ફહેમીદા મિર્ઝા,,,,,,,,,,,,,,,,,,Fahmida Mirza,Fahmida Mirza,,,法赫米达·米尔扎,,,,,,,,,,,,,法赫米达·米尔扎,法赫米達·米爾扎,法赫米達·米爾扎,,,,Fahmida Mirza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fahmida Mirza,,,,,,,,,,,,,,,,Fahmida Mirza,2016-03-26
Q2621352,,Mohammed Ijaz-ul-Haq,Muhammad Ijaz-ul-Haq,,محمد اعجاز الحق,Ijaz-ul-Haq,,Ijaz-ul-Haq,,Muhammad Ijaz-ul-Haq,,Ijaz-ul-Haq,,Mohammed Ijaz-ul-Haq,,,,male,1952-05-20,Ijaz-ul-Haq,Muhammad,,,,,,,"Иджаз-уль-Хак, Мухаммед",,,"Иджаз-уль-Хак, Мухаммед",/m/072f9x,,,,,,,,,,,Mohammed Ijaz-ul-Haq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammed Ijaz-ul-Haq,,,,,,,Muhammad Ijaz-ul-Haq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ijaz-ul-Haq,2016-03-26
Q2842534,,Ameer Haider Khan Hoti,Ameer Haider Khan Hoti,Ameer Haider Khan Hoti,امیر حیدر خان ہوتی,,,Ameer Haider Khan Hoti,,Ameer Haider Khan Hoti,,Ameer Haider Khan Hoti,,Ameer Haider Khan Hoti,,,امیر حیدر خان ہوتی,male,1971-02-05,Ameer Haider Khan Hoti,,Ameer Haider Khan Hoti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q2961554,,Chaudhry Pervaiz Elahi,Chaudhry Pervaiz Elahi,Chaudhry Pervaiz Elahi,چوہدری پرویز الٰہی,Chaudhry Pervaiz Elahi,,Chaudhry Pervaiz Elahi,,Chaudhry Pervaiz Elahi,,Chaudhry Pervaiz Elahi,,Chaudhry Pervaiz Elahi,,,چوہدری پرویز الٰہی,male,1945-11-01,Chaudhry Pervez Elahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q3067725,,Fazal-ur-Rehman,Fazal-ur-Rehman,,مولانا فضل الرحمٰن,Fazal-ur-Rehman,,Fazal-ur-Rehman,,Fazal-ur-Rehman,,Fazal-ur-Rehman (politician),,Fazal-ur-Rehman,,,فضل الرحمٰن (پاکستانی سیاست دان),male,1953-06-19,Fazal-ur-Rehman (politician),,,,,,فضل الرحمان,فضل الرحمان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fazal-ur-Rehman,2016-03-26
Q3104992,,Ghulam Murtaza Khan Jatoi,Ghulam Murtaza Khan Jatoi,Ghulam Murtaza Khan Jatoi,,,,Ghulam Murtaza Khan Jatoi,,Ghulam Murtaza Khan Jatoi,,Ghulam Murtaza Khan Jatoi,,Ghulam Murtaza Khan Jatoi,,,,male,1958-09-04,Ghulam Murtaza Khan Jatoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q316987,,Faryal Talpur,Faryal Talpur,Faryal Talpur,فریال تالپور,,,Faryal Talpur,,Faryal Talpur,,Faryal Talpur,,,,,فریال تالپور,female,1958-07-16,Faryal Talpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Faryal Talpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Faryal Talpur,,,,,,,,,,,,,,,,,2016-03-26
Q3342137,,Nisar Ali Khan,Nisar Ali Khan,Nisar Ali Khan,نثار علی خان,,,Nisar Ali Khan,,Nisar Ali Khan,,Nisar Ali Khan,,Nisar Ali Khan,,,نثار علی خان,male,1954-07-31,Chaudhry Nisar Ali Khan,,,,,,نثار علی خان,نثار علی خان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/b/b1/Nisar_Ali_Khan.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q337984,,Marvi Memon,Marvi Memon,Marvi Memon,ماروی میمن,Marvi Memon,,Marvi Memon,,Marvi Memon,,Marvi Memon,,,,,ماروی میمن,female,1972-08-21,Marvi Memon,,,,,294302226,ماروی میمن,ماروی میمن,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marvi Memon,2016-03-26
Q3694886,,Ahsan Iqbal,Ahsan Iqbal,Ahsan Iqbal,احسن اقبال,Ahsan Iqbal,,Ahsan Iqbal,,Ahsan Iqbal,,Ahsan Iqbal,,,,,احسن اقبال,male,1958-09-28,Ahsan Iqbal,,,,,,احسن اقبال,احسن اقبال,"Икбал, Ахсан",,,"Икбал, Ахсан",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/5/5a/Ahsan_Iqbal_Display.jpg,,,,,,,,,,Ahsan Iqbal,Ahsan Iqbal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ahsan Iqbal,2016-03-26
