id,name__sv,name__it,name__fr,name__en,name,wikipedia__sv,gender,birth_date,given_name,identifier__Riksdagen,original_wikiname,name__nl,name__de,wikipedia__commons,wikipedia__en,image,name__nb,name__uk,name__da,name__nn,name__fi,name__pl,name__pt,name__ru,wikipedia__da,wikipedia__fi,wikipedia__no,wikipedia__pl,wikipedia__pt,wikipedia__ru,wikipedia__simple,wikipedia__uk,identifier__VIAF,identifier__SELIBR,name__es,wikipedia__de,identifier__freebase,name__sco,name__id,wikipedia__fr,wikipedia__id,wikipedia__sco,identifier__ISNI,identifier__LCAuth,family_name,name__mg,wikipedia__mg,name__af,name__an,name__ar,name__az,name__be,name__bg,name__bn,name__br,name__bs,name__ca,name__cs,name__de_ch,name__el,name__en_ca,name__en_gb,name__eo,name__et,name__gl,name__he,name__hi,name__hu,name__io,name__is,name__ja,name__ka,name__ko,name__la,name__lb,name__lt,name__lv,name__mn,name__mr,name__ms,name__oc,name__pt_br,name__qu,name__se,name__sq,name__sr,name__sw,name__tr,name__vi,name__yo,name__zh,name__hr,name__fa,name__fo,wikipedia__af,wikipedia__an,wikipedia__ar,wikipedia__az,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__br,wikipedia__bs,wikipedia__ca,wikipedia__cs,wikipedia__el,wikipedia__enwikiquote,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fiwikiquote,wikipedia__fo,wikipedia__frwikiquote,wikipedia__gl,wikipedia__he,wikipedia__hi,wikipedia__hr,wikipedia__hu,wikipedia__io,wikipedia__is,wikipedia__it,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__lt,wikipedia__lv,wikipedia__mn,wikipedia__mr,wikipedia__ms,wikipedia__nl,wikipedia__nn,wikipedia__oc,wikipedia__qu,wikipedia__se,wikipedia__sq,wikipedia__sr,wikipedia__svwikiquote,wikipedia__sw,wikipedia__tr,wikipedia__vi,wikipedia__yo,wikipedia__zh,identifier__GND,identifier__SUDOC,identifier__IMDB,identifier__Munzinger,identifier__parlement,name__be_tarask,wikipedia__be_x_old,website,name__ro,wikipedia__ro,identifier__EuroparlMEP,name__nds,name__vmf,name__ku_arab,name__ku_latn,name__ku,wikipedia__ku,name__fit,name__ta,name__sh,name__mk,name__hy,name__ur,wikipedia__cswikiquote,wikipedia__hy,wikipedia__sh,wikipedia__ta,wikipedia__ur,facebook,name__gsw,twitter,identifier__BIBSYS,identifier__BNF,name__ie,wikipedia__ie,name__ast,name__bar,name__co,name__cy,name__eu,name__fur,name__ga,name__gd,name__li,name__lij,name__lmo,name__nap,name__nds_nl,name__pcd,name__pms,name__rm,name__sc,name__scn,name__sk,name__sl,name__vec,name__vls,name__wa,identifier__FAST,identifier__PACE,identifier__NTA,name__th,wikipedia__th,identifier__GTAA,death_date,identifier__OLID,wikipedia__nds,wikipedia__etwikiquote,wikipedia__bswikiquote,wikipedia__ga,wikipedia__nowikiquote,wikipedia__svwikinews,identifier__NNDB,name__sah,wikipedia__sah,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,wikipedia__sk
Q4944866,Rossana Dinamarca,,Rossana Dinamarca,Rossana Dinamarca,Rossana Dinamarca,Rossana Dinamarca,female,1974-01-02,Rossana,0321885416125,Rossana Dinamarca,Rossana Dinamarca,Rossana Dinamarca,,Rossana Dinamarca,https://upload.wikimedia.org/wikipedia/commons/7/7e/Rossana_Dinamarca_2.jpg,Rossana Dinamarca,,Rossana Dinamarca,Rossana Dinamarca,Rossana Dinamarca,,,,,,,,,,,,,,Rossana Dinamarca,,,,,,,,,,,,,Rossana Dinamarca,,,,,,,,,,,,,,,,,,,,Rossana Dinamarca,,,,,,,,,,,,,,,,Rossana Dinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4990669,Siw Wittgren-Ahl,,Siw Wittgren-Ahl,Siw Wittgren-Ahl,Siw Wittgren-Ahl,Siw Wittgren-Ahl,female,1951,Siw,0808145784313,Siw Wittgren-Ahl,Siw Wittgren-Ahl,,,Siw Wittgren-Ahl,,,,,,,,,,,,,,,,,,,,Siw Wittgren-Ahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Siw Wittgren-Ahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q271235,Åsa Torstensson,,Åsa Torstensson,Åsa Torstensson,Åsa Torstensson,Åsa Torstensson,female,1958-03-25,Åsa,0183788551910,Åsa Torstensson,Åsa Torstensson,Åsa Torstensson,,Åsa Torstensson,https://upload.wikimedia.org/wikipedia/commons/0/08/Asatorstensson_swedish_presidency.jpg,Åsa Torstensson,,Åsa Torstensson,Åsa Torstensson,,Åsa Torstensson,,,,,,Åsa Torstensson,,,,,,,Åsa Torstensson,Åsa Torstensson,/m/0ks6hv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Åsa Torstensson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4768600,Anne Marie Brodén,,Anne Marie Brodén,Anne Marie Brodén,Anne Marie Brodén,Anne Marie Brodén,female,1956,Anne,0181478122414,Anne Marie Brodén,Anne Marie Brodén,Anne Marie Brodén,,Anne Marie Brodén,https://upload.wikimedia.org/wikipedia/commons/2/2d/Anne_Marie_Brodén_sv.webm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4939797,Britt Bohlin,,Britt Bohlin Olsson,Britt Bohlin Olsson,Britt Bohlin,Britt Bohlin,female,1956,Britt,0512357753412,Britt Bohlin Olsson,Britt Bohlin Olsson,Britt Bohlin Olsson,,Britt Bohlin Olsson,https://upload.wikimedia.org/wikipedia/commons/b/be/Britt_Bohlin_2014.jpg,Britt Bohlin,,Britt Bohlin,Britt Bohlin,,,,,,,,,,,,,,,Britt Bohlin Olsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Britt Bohlin Olsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4990503,Cecilia Wigström,,Cecilia Wigström,Cecilia Wigström,Cecilia Wigström,Cecilia Nilsson (politiker),female,1971-06-29,Cecilia,0992604658114,Cecilia Wigström,Cecilia Wigström,Cecilia Wigström,,Cecilia Wigström,https://upload.wikimedia.org/wikipedia/commons/4/44/Cecilia_Wigström_2005.jpg,Cecilia Wigström,,Cecilia Wigström,Cecilia Wigström,Cecilia Wigström,,,,,,,,,,,,,,Cecilia Wigström,,,,,,,,,,,,,Cecilia Wigström,,,,,,,,,,,,,,,,,,,,Cecilia Wigström,,,,,,,,,,,,,,,,Cecilia Wigström,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3374499,Gunilla Carlsson,,Gunilla Carlsson,Gunilla Carlsson,Gunilla Carlsson,Gunilla Carlsson (socialdemokrat),female,1966,Gunilla,0875221317013,Gunilla Carlsson i Hisings Backa,Gunilla Carlsson,Gunilla Carlsson,,Gunilla Carlsson i Hisings Backa,https://upload.wikimedia.org/wikipedia/commons/3/32/Gunilla_C_Carlsson.jpg,Gunilla Carlsson,,,,,,,,,,Gunilla Carlsson (Sosialdemokrat),,,,,,,,Gunilla Carlsson,,/m/04n58g_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gunilla Carlsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5554833,Jan Andersson,,Jan Andersson,Jan Andersson,Jan Andersson,Jan Andersson (centerpartist),male,,Jan,0273732267214,Jan Andersson (c),Jan Andersson,Jan Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5777864,Lars Gustafsson,,Lars Gustafsson,Lars Gustafsson,Lars Gustafsson,Lars Gustafsson (kristdemokrat),male,1951,Lars,0534056896314,Lars Gustafsson (politiker),Lars Gustafsson,Lars Gustafsson,,Lars Gustafsson (politician),,Lars Gustafsson,,Lars Gustafsson,Lars Gustafsson,Lars Gustafsson,,,,,,,,,,,,,,Lars Gustafsson,,,,,,,,,,Gustafsson,,,Lars Gustafsson,,,,,,,,,,,,,,,,,,,,Lars Gustafsson,,,,,,,,,,,,,,,,Lars Gustafsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3373277,Lars Johansson,,Lars Johansson,Lars Johansson,Lars Johansson,Lars Johansson (socialdemokrat),male,1950,Lars,0288805051019,Lars Johansson (socialdemokrat),Lars Johansson,Lars Johansson,,Lars Johansson (politician),https://upload.wikimedia.org/wikipedia/commons/4/4c/Socialdemokrat.Lars_Johansson_1c301_5944.jpg,Lars Johansson,,,,,,,,,,Lars Johansson (politiker),,,,,,,,Lars Johansson,,/m/02677b5,,,,,,,,Johansson,,,,,,,,,,,,,,,,,,,,,,,Lars Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4936554,Marita Aronson,,Marita Aronson,Marita Aronson,Marita Aronson,Marita Aronson,female,1939-05-10,Marita,0333961113904,Marita Aronsson,Marita Aronson,Marita Aronson,,Marita Aronson,,Marita Aronson,,Marita Aronson,Marita Aronson,Marita Aronson,,,,,,,,,,,,,,Marita Aronson,,,,,,,,,,,,,Marita Aronson,,,,,,,,,,,,,,,,,,,,Marita Aronson,,,,,,,,,,,,,,,,Marita Aronson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5891935,Peter Jonsson,,Peter Jonsson,Peter Jonsson,Peter Jonsson,Peter Johnsson,male,1962-03-08,Peter,0205360448417,Peter Johnsson,,,,,https://upload.wikimedia.org/wikipedia/commons/b/b6/Peter_Johnsson.jpg,Peter Johnsson,,,,,,,Питер Йонсон,,,Peter Johnsson,,,,,,,,,,,,,,,,,,Jonsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4742133,Ameer Sachet,,Ameer Sachet,Ameer Sachet,Ameer Sachet,Ameer Sachet,male,1963,Ameer,0577400273410,Ameer Sachet,Ameer Sachet,Ameer Sachet,,Ameer Sachet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3363834,Ann-Kristine Johansson,,Ann-Kristine Johansson,Ann-Kristine Johansson,Ann-Kristine Johansson,Ann-Kristine Johansson,female,1962,,0960030082916,Ann-Kristine Johansson,Ann-Kristine Johansson,,,Ann-Kristine Johansson,https://upload.wikimedia.org/wikipedia/commons/5/5c/Ann-Kristine_Johansson_Sveriges_socialdemokratiska_arbetareparti_(s)_Nordiska_radets_session_2010.jpg,Ann-Kristine Johansson,,,,,,,,,,Ann-Kristine Johansson,,,,,,,,Ann-Kristine Johansson,,,Ann-Kristine Johansson,,,,Ann-Kristine Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,Ann-Kristine Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4768084,Anne-Marie Ekström,,Anne-Marie Ekström,Anne-Marie Ekström,Anne-Marie Ekström,Anne-Marie Ekström,female,1947,Anne-Marie,0730984957305,Anne-Marie Ekström,Anne-Marie Ekström,,,Anne-Marie Ekström,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4859750,Barbro Hietala Nordlund,,Barbro Hietala Nordlund,Barbro Hietala Nordlund,Barbro Hietala Nordlund,Barbro Hietala Nordlund,female,1946,Barbro,0914133868703,Barbro Hietala Nordlund,Barbro Hietala Nordlund,Barbro Hietala Nordlund,,Barbro Hietala Nordlund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3375804,Berit Högman,,Berit Högman,Berit Högman,Berit Högman,Berit Högman,female,1958-08-14,Berit,0552248175312,Berit Högman,Berit Högman,Berit Högman,,Berit Högman,https://upload.wikimedia.org/wikipedia/commons/6/63/Socialdemokrat.Berit_Hogman_1c301_5942.jpg,Berit Högman,,,,,,,,,,Berit Högman,,,,,,,,Berit Högman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Berit Högman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4916292,Birgitta Carlsson,,Birgitta Carlsson,Birgitta Carlsson,Birgitta Carlsson,Birgitta Carlsson,female,1943,Birgitta,0673622610409,Birgitta Carlsson,Birgitta Carlsson,Birgitta Carlsson,,Birgitta Carlsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3363827,Carina Ohlsson,,Carina Ohlsson,Carina Ohlsson,Carina Ohlsson,Carina Ohlsson,female,1957,Carina,0859968278117,Carina Ohlsson,Carina Ohlsson,Carina Ohlsson,Category:Carina Ohlsson,Carina Ohlsson,https://upload.wikimedia.org/wikipedia/commons/f/ff/Carina_Ohlsson_Bild.jpg,Carina Ohlsson,,Carina Ohlsson,Carina Ohlsson,Carina Ohlsson,,,,,,Carina Ohlsson,,,,,,,,Carina Ohlsson,,,Carina Ohlsson,,,,Carina Ohlsson,,,,,,,,,,,,,,,,,,,,,,,,,,Carina Ohlsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4990451,Cecilia Widegren,,Cecilia Widegren,Cecilia Widegren,Cecilia Widegren,Cecilia Widegren,female,1973,Cecilia,0893004490313,Cecilia Widegren,Cecilia Widegren,Cecilia Widegren,,Cecilia Widegren,https://upload.wikimedia.org/wikipedia/commons/6/63/CeciliaCeris.jpg,,,,,,,,,,,,,,,,,,,Cecilia Widegren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cecilia Widegren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5109205,Christer Winbäck,,Christer Winbäck,Christer Winbäck,Christer Winbäck,Christer Winbäck,male,1953,Christer,0455256796113,Christer Winbäck,Christer Winbäck,Christer Winbäck,,Christer Winbäck,https://upload.wikimedia.org/wikipedia/commons/4/4b/Christer_Winbäck_01.JPG,,,,,,,,,,,,,,,,,,,Christer Winbäck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christer Winbäck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5125017,Claes Västerteg,,Claes Västerteg,Claes Västerteg,Claes Västerteg,Claes Västerteg,male,1972,Claes,0222234581210,Claes Västerteg,Claes Västerteg,Claes Västerteg,Category:Claes Västerteg,Claes Västerteg,https://upload.wikimedia.org/wikipedia/commons/9/95/Vasterteg_claes_02.jpg,Claes Västerteg,,Claes Västerteg,Claes Västerteg,Claes Västerteg,,,,,,,,,,,,,,Claes Västerteg,,,,,,,,,,,,,Claes Västerteg,,,,,,,,,,,,,,,,,,,,Claes Västerteg,,,,,,,,,,,,,,,,Claes Västerteg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5213808,Dan Kihlström,,Dan Kihlström,Dan Kihlström,Dan Kihlström,Dan Kihlström,male,1957,Dan,0338278373318,Dan Kihlström,Dan Kihlström,Dan Kihlström,,Dan Kihlström,,,,,,,,,,,,,,,,,,,,Dan Kihlström,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dan Kihlström,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4962726,Else-Marie Lindgren,Else-Marie Lindgren,Else-Marie Lindgren,Else-Marie Lindgren,Else-Marie Lindgren,Else-Marie Lindgren,female,1949,Else Marie,0481005050915,Else-Marie Lindgren,Else-Marie Lindgren,,,Else-Marie Lindgren,,,,,,,,,,,,,,,,,,,,Else-Marie Lindgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Else-Marie Lindgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5972016,Göran Magnusson,,Göran Magnusson,Göran Magnusson,Göran Magnusson,Göran Magnusson,male,,Göran,0502770250503,Göran Magnusson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnusson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-02-19,,,,,,,,,,,,,,,,,
Q4949005,Helena Frisk,,Helena Frisk,Helena Frisk,Helena Frisk,Helena Frisk,female,1965,Helena,0874331493311,Helena Frisk,Helena Frisk,Helena Frisk,,Helena Frisk,,,,,,,,,,,,,,,,,,,,Helena Frisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helena Frisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5777750,Holger Gustafsson,,Holger Gustafsson,Holger Gustafsson,Holger Gustafsson,Holger Gustafsson,male,1946,Holger,0782713019602,Holger Gustafsson,Holger Gustafsson,Holger Gustafsson,,Holger Gustafsson,,,,,,,Holger Gustafsson,,,,,,Holger Gustafsson,,,,,,,Holger Gustafsson,,,,,,,,,,Gustafsson,,,,,,,,,,,,,,,,,,,,,,,Holger Gustafsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6086417,Jan-Evert Rådhström,,Jan-Evert Rådhström,Jan-Evert Rådhström,Jan-Evert Rådhström,Jan-Evert Rådhström,male,1960,,0946889218011,Jan-Evert Rådhström,Jan-Evert Rådhström,,,Jan-Evert Rådhström,,,,,,,,,,,,,,,,,,,,Jan-Evert Rådhström,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan-Evert Rådhström,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5933636,Jarl Lander,,Jarl Lander,Jarl Lander,Jarl Lander,Jarl Lander,male,1944,Jarl,0559652845303,Jarl Lander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6039678,Johan Pehrson,,Johan Pehrson,Johan Pehrson,Johan Pehrson,Johan Pehrson,male,1968-05-08,Johan,0224712677012,Johan Pehrson,Johan Pehrson,Johan Pehrson,,Johan Pehrson,https://upload.wikimedia.org/wikipedia/commons/d/d4/Johan_Pehrsson_01.JPG,,,,,,,,,,,,,,,,,,,Johan Pehrson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johan Pehrson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5886707,Jörgen Johansson,,Jörgen Johansson,Jörgen Johansson,Jörgen Johansson,Jörgen Johansson (politiker),male,1947,Jörgen,0284604377408,Jörgen Johansson (politiker),Jörgen Johansson,Jörgen Johansson,,Jörgen Johansson,https://upload.wikimedia.org/wikipedia/commons/1/1d/Jorgenjohansson.png,Jörgen Johansson,,Jörgen Johansson,Jörgen Johansson,Jörgen Johansson,,,,,,,,,,,,,,Jörgen Johansson,,,,,,,,,,Johansson,,,Jörgen Johansson,,,,,,,,,,,,,,,,,,,,Jörgen Johansson,,,,,,,,,,,,,,,,Jörgen Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-06-13,,,,,,,,,,,,,,,,,
Q4982620,Karin Thorborg,,Karin Thorborg,Karin Thorborg,Karin Thorborg,Karin Thorborg,female,1948,Karin,0326064715100,Karin Thorborg,Karin Thorborg,Karin Thorborg,,Karin Thorborg,,,,,,,,,,,,,,,,,,,,Karin Thorborg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karin Thorborg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
