id,name__no,name,wikipedia__no,name__nb,wikipedia__nb,name__nn,wikipedia__nn,name__en,wikipedia__en,image,gender,birth_date,given_name,identifier__freebase,twitter,identifier__VIAF,identifier__IMDB,identifier__GND,identifier__LCAuth,identifier__BIBSYS,facebook,identifier__ISNI,identifier__SUDOC,family_name,identifier__NNDB,identifier__Munzinger,identifier__GTAA,identifier__parlement,website,death_date,identifier__BNF,identifier__NTA,identifier__NDL,identifier__NLA,identifier__NSK,identifier__NPG,identifier__N6I,name__de,name__es,name__fr,name__nl,name__da,name__sv,wikipedia__da,wikipedia__de,name__pl,name__se,wikipedia__fr,wikipedia__pl,wikipedia__se,wikipedia__sv,name__ru,name__ro,name__fi,name__et,name__fo,name__cs,name__ja,name__he,name__uk,name__fa,wikipedia__cs,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__fo,wikipedia__he,wikipedia__ja,wikipedia__nl,wikipedia__ro,wikipedia__ru,wikipedia__uk,name__id,wikipedia__id,wikipedia__commons,name__ka,wikipedia__ka,name__la,wikipedia__la,name__it,wikipedia__it,wikipedia__nowikiquote,name__tr,wikipedia__tr,name__cy,name__en_gb,name__eo,name__gl,wikipedia__gl,name__ar,wikipedia__ar,name__is,name__qu,name__de_ch,name__en_ca,wikipedia__cswikiquote,wikipedia__is,wikipedia__plwikiquote,wikipedia__qu,name__ca,name__hr,name__lt,name__pt,name__sk,name__sl,name__kl,name__vi,wikipedia__vi,name__ur,wikipedia__ur,name__hu,name__el,name__ta,name__af,name__bn,name__br,name__lb,name__sr,name__be,name__zh,name__mr,name__lmo,name__ko,name__mk,name__nds,name__vmf,name__vls,name__pdc,name__gsw,wikipedia__af,wikipedia__be,wikipedia__bn,wikipedia__br,wikipedia__el,wikipedia__hu,wikipedia__ko,wikipedia__lb,wikipedia__lmo,wikipedia__lt,wikipedia__mr,wikipedia__pt,wikipedia__simple,wikipedia__sk,wikipedia__sr,wikipedia__ta,wikipedia__zh,name__an,name__bs,name__ceb,name__eu,name__ga,name__nds_nl,name__pms,name__sq,name__vec,name__wa,name__oc,name__ms,name__sw,name__bcl,name__be_tarask,name__io,name__kk,name__yo,name__lv,name__sh,name__ku,name__bg,name__pt_br,name__sco,name__ml,name__hi,name__az,name__ie,name__hy,wikipedia__an,wikipedia__az,wikipedia__bcl,wikipedia__be_x_old,wikipedia__bg,wikipedia__ca,wikipedia__dewikiquote,wikipedia__enwikiquote,wikipedia__eo,wikipedia__eu,wikipedia__ga,wikipedia__hi,wikipedia__ie,wikipedia__io,wikipedia__kk,wikipedia__ku,wikipedia__lv,wikipedia__ml,wikipedia__ms,wikipedia__oc,wikipedia__ruwikinews,wikipedia__sco,wikipedia__sh,wikipedia__sw,wikipedia__yo,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,wikipedia__nds,wikipedia__hy,name__sr_el,name__sr_ec,name__ia,name__tl,name__ku_arab,name__ku_latn,name__war,name__mg,name__ne,wikipedia__bs,wikipedia__cy,wikipedia__eswikiquote,wikipedia__hr,wikipedia__ia,wikipedia__mg,wikipedia__sl,wikipedia__slwikiquote,wikipedia__tl,wikipedia__war,wikipedia__enwikisource,name__szl,wikipedia__szl,wikipedia__bswikiquote,name__jv,name__my,name__te,name__zh_mo,name__zh_my,name__th,name__arz,wikipedia__arz,wikipedia__jv,wikipedia__my,wikipedia__ne,wikipedia__te,wikipedia__th,identifier__GNC,wikipedia__species,name__ast,name__bar,name__bm,name__co,name__de_at,name__frc,name__frp,name__fur,name__gd,name__jam,name__kab,name__kg,name__li,name__lij,name__min,name__nap,name__nrm,name__pap,name__pcd,name__prg,name__rgn,name__rm,name__sc,name__scn,name__vo,name__wo,name__zu,wikipedia__ast,original_wikiname,identifier__OLID,identifier__NLAtrove,identifier__FAST,identifier__Britannica,wikipedia__frwikiquote,wikipedia__nowikisource,name__new,name__sa,wikipedia__new,wikipedia__sa,name__diq,identifier__MusicBrainz,identifier__NKC,identifier__SFDb,identifier__TED,name__fit,name__vep,wikipedia__vep,wikipedia__nnwikiquote
Q6514575,,Tore Nordtun,Tore Nordtun,Tore Nordtun,,Tore Nordtun,Tore Nordtun,Tore Nordtun,Tore Nordtun,https://upload.wikimedia.org/wikipedia/commons/5/5e/Tore_Nordtun_-_Arbeiderpartiet.jpg,male,1949-09-30,Tore,,,,,,,,,,,,,,,,,,,,,,,,,Tore Nordtun,Tore Nordtun,Tore Nordtun,Tore Nordtun,Tore Nordtun,Tore Nordtun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tore Nordtun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tore Nordtun,,,,,,,,,,,,,,,,,,,
Q5046995,,Carsten Dybevig,Carsten Dybevig,Carsten Dybevig,,Carsten Dybevig,,Carsten Dybevig,Carsten Dybevig,,male,1963-01-29,Carsten,,,293603536,,,,,,,,,,,,,,,,,,,,,,,,Carsten Dybevig,Carsten Dybevig,Carsten Dybevig,Carsten Dybevig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carsten Dybevig,,,,,,,,,,,,,,,,,,,
Q1916755,,Karl Aasland,Karl Aasland,Karl Aasland,,Karl Aasland,,Karl Aasland,Karl Aasland,,male,1918-11-13,Karl,,,,,,,,,,,,,,,,,1982-03-29,,,,,,,,Karl Aasland,,Karl Aasland,Karl Aasland,Karl Aasland,Karl Aasland,,,,,,,,,,,,,,,,,,,,,,,,,,,Karl Aasland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karl Aasland,,,,,,,,,,,,,,,,,,,
Q7085938,,Ole Svanøe,Ole Svanøe,Ole Svanøe,,Ole Svanøe,Ole Svanøe,Ole Svanøe,Ole Svanøe,,male,1781-03-28,Ole,,,,,,,,,,,,,,,,,1859-12-29,,,,,,,,Ole Svanøe,,Ole Svanøe,Ole Svanøe,Ole Svanøe,Ole Svanøe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ole Svanøe,,,,,,,,,,,,,,,,,,,
Q4585411,,Asbjørn Jordahl,Asbjørn Jordahl,Asbjørn Reidar Jordahl,,Asbjørn Jordahl,Asbjørn Jordahl,Asbjørn Jordahl,Asbjørn Jordahl,,male,1932-12-12,Asbjørn,,,,,,,,,,,,,,,,,,,,,,,,,Asbjørn Jordahl,Asbjørn Jordahl,Asbjørn Jordahl,Asbjørn Jordahl,Asbjørn Reidar Jordahl,Asbjørn Reidar Jordahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asbjørn Jordahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asbjørn Jordahl,,,,,,,,,,,,,,,,,,,
Q6438436,,Kristoffer Skåne Grytnes,,,,Kristoffer Grytnes,Kristoffer Grytnes,Kristoffer Skåne Grytnes,Kristoffer Skåne Grytnes,,male,1887-07-27,Kristoffer,,,,,,,,,,,,,,,,,1965-07-22,,,,,,,,Kristoffer Skåne Grytnes,,Kristoffer Grytnes,Kristoffer Skåne Grytnes,,Kristoffer Skåne Grytnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kristoffer Skåne Grytnes,,,,,,,,,,,,,,,,,,,
Q6732159,,Magnus Nilssen,Magnus Nilssen,Magnus Nilssen,,Magnus Nilssen,Magnus Nilssen,Magnus Nilssen,Magnus Nilssen,https://upload.wikimedia.org/wikipedia/commons/7/74/Magnus_Nilssen.jpeg,male,1871-07-18,Magnus,,,226623884,,,,x90371146,,,,,,,,,,1947-11-20,,,,,,,,Magnus Nilssen,Magnus Nilssen,Magnus Nilssen,Magnus Nilssen,Magnus Nilssen,Magnus Nilssen,,,,,,,,Magnus Nilssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnus Nilssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnus Nilssen,,,,,,,,,,,,,,,,,,,
Q3422974,,Torfinn Opheim,Torfinn Opheim,Torfinn Opheim,,Torfinn Opheim,Torfinn Opheim,Torfinn Opheim,Torfinn Opheim,https://upload.wikimedia.org/wikipedia/commons/8/8b/Torfinn_Opheim.JPG,male,1961-04-12,Torfinn,,,,,,,,,,,Opheim,,,,,,,,,,,,,,Torfinn Opheim,Torfinn Opheim,Torfinn Opheim,Torfinn Opheim,Torfinn Opheim,Torfinn Opheim,,,Torfinn Opheim,,,,,,,Torfinn Opheim,Torfinn Opheim,Torfinn Opheim,,Torfinn Opheim,,,,,,,,,,,,,,,,,Torfinn Opheim,,,,,,,Torfinn Opheim,,,Torfinn Opheim,,Torfinn Opheim,Torfinn Opheim,Torfinn Opheim,Torfinn Opheim,,,,,,Torfinn Opheim,Torfinn Opheim,,,,,Torfinn Opheim,Torfinn Opheim,Torfinn Opheim,Torfinn Opheim,Torfinn Opheim,,,Torfinn Opheim,,,,Torfinn Opheim,,,Torfinn Opheim,,Torfinn Opheim,Torfinn Opheim,,,,,,,,Torfinn Opheim,Torfinn Opheim,Torfinn Opheim,,Torfinn Opheim,,,,,,,,,,,,,,,,,,Torfinn Opheim,,,Torfinn Opheim,Torfinn Opheim,Torfinn Opheim,Torfinn Opheim,,Torfinn Opheim,Torfinn Opheim,Torfinn Opheim,Torfinn Opheim,Torfinn Opheim,,,Torfinn Opheim,,,Torfinn Opheim,,,,Torfinn Opheim,Torfinn Opheim,,,,Torfinn Opheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Torfinn Opheim,,Torfinn Opheim,,,,,Torfinn Opheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Torfinn Opheim,Torfinn Opheim,Torfinn Opheim,Torfinn Opheim,Torfinn Opheim,Torfinn Opheim,Torfinn Opheim,Torfinn Opheim,Torfinn Opheim,Torfinn Opheim,Torfinn Opheim,Torfinn Opheim,Torfinn Opheim,Torfinn Opheim,Torfinn Opheim,Torfinn Opheim,Torfinn Opheim,Torfinn Opheim,Torfinn Opheim,Torfinn Opheim,Torfinn Opheim,Torfinn Opheim,Torfinn Opheim,Torfinn Opheim,Torfinn Opheim,Torfinn Opheim,Torfinn Opheim,,Torfinn Opheim,,,,,,,,,,,,,,,,,,,
Q6731329,,Magne Aarøen,Magne Aarøen,Magne Aarøen,,Magne Aarøen,Magne Aarøen,Magne Aarøen,Magne Aarøen,,male,1944-04-28,Magne,,,,,,,,,,,,,,,,,2003-06-27,,,,,,,,Magne Aarøen,Magne Aarøen,Magne Aarøen,Magne Aarøen,Magne Aarøen,Magne Aarøen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magne Aarøen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magne Aarøen,,,,,,,,,,,,,,,,,,,
Q5654018,,Harald U. Lied,Harald U. Lied,Harald U. Lied,,Harald U. Lied,Harald U. Lied,Harald U. Lied,Harald U. Lied,,male,1927-04-29,Harald,,,,,,,,,,,,,,,,,2002-12-21,,,,,,,,,,Harald U. Lied,Harald U. Lied,Harald U. Lied,Harald U. Lied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harald U. Lied,,,,,,,,,,,,,,,,,,,
Q3445234,,Ingvar Lars Helle,Ingvar Helle,Ingvar Helle,,Ingvar Helle,,Ingvar Lars Helle,Ingvar Lars Helle,,male,1933-04-12,Ingvar,,,,,,,,,,,,,,,,,2003-05-14,,,,,,,,Ingvar Lars Helle,Ingvar Lars Helle,Ingvar Lars Helle,Ingvar Lars Helle,Ingvar Helle,Ingvar Helle,,,,,,,,,,Ingvar Helle,,,,,,,,,,,,,,,,,,Ingvar Helle,,,,,,,,,,,,,,,Ingvar Lars Helle,,,,,,,,,,,,,,,,,,,,,,,,,,Ingvar Lars Helle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ingvar Lars Helle,,,,,,,,,,,,,,,,,,,
Q16760831,,Bodil Finsveen,Bodil Finsveen,Bodil Finsveen,,Bodil Finsveen,Bodil Finsveen,Bodil Finsveen,,,female,1934-09-23,Bodil,,,,,,,,,,,,,,,,,2008-10-14,,,,,,,,Bodil Finsveen,,Bodil Finsveen,Bodil Finsveen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bodil Finsveen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bodil Finsveen,,,,,,,,,,,,,,,,,,,
Q7406706,,Salve Andreas Salvesen,,,,,,Salve Andreas Salvesen,Salve Andreas Salvesen,,male,1909-09-23,Salve,,,,,,,,,,,,,,,,,1975-12-26,,,,,,,,Salve Andreas Salvesen,,Salve Andreas Salvesen,Salve Andreas Salvesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salve Andreas Salvesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salve Andreas Salvesen,,,,,,,,,,,,,,,,,,,
Q4570826,,Kjell-Idar Juvik,Kjell-Idar Juvik,Kjell-Idar Juvik,,Kjell-Idar Juvik,Kjell-Idar Juvik,Kjell-Idar Juvik,Kjell-Idar Juvik,,male,1966-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,Kjell-Idar Juvik,Kjell-Idar Juvik,Kjell-Idar Juvik,Kjell-Idar Juvik,Kjell-Idar Juvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kjell-Idar Juvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kjell-Idar Juvik,,,,,,,,,,,,,,,,,,,
Q1851153,,Severin Løvenskiold,Severin Løvenskiold,Severin Løvenskiold,,Severin Løvenskiold,Severin Løvenskiold,Severin Løvenskiold,Severin Løvenskiold,https://upload.wikimedia.org/wikipedia/commons/3/33/Severin_Løvenskiold.jpg,male,1777-02-07,Severin,/m/07x16j,,3527486,,128520868,n2002049195,x10073037,,0000 0000 3233 0064,,,,,,,,1856-09-15,,,,,,,,Severin Løvenskiold,Severin Løvenskiold,Severin Løvenskiold,Severin Løvenskiold,Severin Løvenskiold,Severin Løvenskiold,Severin Løvenskiold,Severin Løvenskiold,,,,,,Severin Løvenskiold,,,Severin Løvenskiold,,,,,,,,,,,,Severin Løvenskiold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Severin Løvenskiold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Severin Løvenskiold,,,488558,,,,,,,,,,,,,,,,
Q11993129,,Odd Omland,Odd Omland,Odd Omland,,Odd Omland,Odd Omland,Odd Omland,Odd Omland,,male,1956-01-29,Odd,,,,,,,,,,,,,,,,,,,,,,,,,Odd Omland,Odd Omland,Odd Omland,Odd Omland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odd Omland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odd Omland,,,,,,,,,,,,,,,,,,,
Q4559667,,Leiv Blakset,Leiv Blakset,Leiv Blakset,,Leiv Blakset,Leiv Blakset,Leiv Blakset,,,male,1928-12-28,,,,,,,,,,,,,,,,,,2005-05-22,,,,,,,,Leiv Blakset,,Leiv Blakset,Leiv Blakset,Leiv Blakset,Leiv Blakset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leiv Blakset,,,,,,,,,,,,,,,,,,,
Q4566550,,Christopher Knudsen,Christopher Knudsen,Christopher Knudsen,,Christopher Knudsen,Christopher Knudsen,Christopher Knudsen,Christopher Knudsen,https://upload.wikimedia.org/wikipedia/commons/c/c1/Christopher_Knudsen.jpg,male,1843-10-04,Christopher,,,41749676,,,,,,,,,,,,,,1915-07-26,,,,,,,,Christopher Knudsen,Christopher Knudsen,Christopher Knudsen,Christopher Knudsen,Christopher Knudsen,Christopher Knudsen,,,,,,,,Christopher Knudsen,,,Christopher Knudsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christopher Knudsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christopher Knudsen,,,,,,,,,,,,,,,,Christopher Knudsen,,,
Q4971543,,Britt Harkestad,Britt Harkestad,Britt Harkestad,,Britt Harkestad,Britt Harkestad,Britt Harkestad,Britt Harkestad,,female,1946-03-09,Britt,,,,,,,,,,,,,,,,,,,,,,,,,Britt Harkestad,,Britt Harkestad,Britt Harkestad,Britt Harkestad,Britt Harkestad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Britt Harkestad,,,,,,,,,,,,,,,,,,,
Q6321650,,Jørres Schelderup Hansen,,,,,,Jørres Schelderup Hansen,Jørres Schelderup Hansen,,male,1811,,,,,,,,,,,,,,,,,,,,,,,,,,Jørres Schelderup Hansen,,Jørres Schelderup Hansen,Jørres Schelderup Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jørres Schelderup Hansen,,,,,,,,,,,,,,,,,,,
Q6558573,,Lisbet Rugtvedt,Lisbet Rugtvedt,Lisbet Rugtvedt,,Lisbet Rugtvedt,,Lisbet Rugtvedt,Lisbet Rugtvedt,,female,1967-07-03,Lisbet,,,,,,,,,,,,,,,,,,,,,,,,,Lisbet Rugtvedt,,Lisbet Rugtvedt,Lisbet Rugtvedt,Lisbet Rugtvedt,Lisbet Rugtvedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lisbet Rugtvedt,,,,,,,,,,,,,,,,,,,
Q7083181,,Olav Hordvik,,,,Olav Hordvik,Olav Hordvik,Olav Hordvik,Olav Hordvik,,male,1901-12-26,Olav,,,,,,,,,,,,,,,,,1979-08-06,,,,,,,,Olav Hordvik,,Olav Hordvik,Olav Hordvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olav Hordvik,,,,,,,,,,,,,,,,,,,
Q5739522,,Herman Bagger,Herman Bagger,Herman Bagger,,Herman Bagger,Herman Bagger,Herman Bagger,Herman Bagger,,male,1800-07-20,Herman,,,,,,,,,,,,,,,,,1880,,,,,,,,Herman Bagger,,Herman Bagger,Herman Bagger,Herman Bagger,Herman Bagger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herman Bagger,,,,,,,,,,,,,,,,,,,
Q4586568,,Jens Haugland,Jens Haugland,Jens Haugland,,Jens Haugland,Jens Haugland,Jens Haugland,Jens Haugland,,male,1910-04-16,Jens,,,54946556,,,,,,0000 0000 2927 8445,,,,,,,,1991-05-02,,,,,,,,Jens Haugland,Jens Haugland,Jens Haugland,Jens Haugland,Jens Haugland,Jens Haugland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jens Haugland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jens Haugland,,,190528,,,,,,,,,,,,,,,,
Q5109786,,Christian Johansen Ihlen,,,,,,Christian Johansen Ihlen,Christian Johansen Ihlen,,male,1838,Christian,,,,,,,,,,,,,,,,,,,,,,,,,Christian Johansen Ihlen,,Christian Johansen Ihlen,Christian Johansen Ihlen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christian Johansen Ihlen,,,,,,,,,,,,,,,,,,,
